age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
63,Charms Scholar,Married,Wandmaker,Half-blood,Male,30.0,<=50 Galleons,32111,48604.8,24,No
59,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,92149,90119.2,21,No
48,Hogwarts Graduate,Married,Other,Half-blood,Male,48.0,>50 Galleons,76692,82405.6,43,Yes
73,Hogwarts Graduate,Widowed,Other,Half-blood,Female,8.0,<=50 Galleons,68645,84515.0,15,No
19,Specialism in a magical field,Never-married,Potioneer,Veiled Heritage,Male,42.0,<=50 Galleons,73138,80173.4,22,No
49,Hogwarts Graduate,Married,Potioneer,Pureblood,Male,40.0,<=50 Galleons,30082,41750.600000000006,16,Yes
28,Hogwarts Graduate,Divorced,Dark Forces Defense Consultant,Pureblood,Male,35.0,<=50 Galleons,78560,80458.0,16,Yes
25,Hogwarts Graduate,Never-married,Magical Transportation,Veiled Heritage,Male,40.0,<=50 Galleons,83476,94178.8,18,No
38,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,,<=50 Galleons,45486,56410.8,27,No
61,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,45.0,>50 Galleons,87045,95622.0,43,No
26,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,46125,64636.0,27,No
29,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,65127,75662.6,18,Yes
38,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,80308,91976.4,31,No
21,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Female,12.0,<=50 Galleons,46652,53934.6,17,No
31,Charms Scholar,Divorced,Wandmaker,Half-blood,Male,50.0,>50 Galleons,48218,63579.4,33,No
49,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,97560,104918.0,31,Yes
37,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,,<=50 Galleons,95288,99071.40000000001,14,Yes
22,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,32.0,>50 Galleons,44652,63193.6,39,Yes
42,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,85134,89757.2,38,Yes
32,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,55163,66289.4,18,Yes
22,Specialism in a magical field,Never-married,Other,Pureblood,Female,30.0,<=50 Galleons,12332,27193.6,27,Yes
28,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,36.0,>50 Galleons,76867,84569.6,35,No
35,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,45.0,<=50 Galleons,61340,64259.0,14,Yes
32,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,47.0,<=50 Galleons,89031,98487.8,28,Yes
55,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Female,40.0,>50 Galleons,38526,56027.8,31,No
53,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,83508,92221.40000000001,43,Yes
44,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,50.0,>50 Galleons,51429,64858.200000000004,42,Yes
34,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,80736,84398.8,19,Yes
41,Specialism in a magical field,Never-married,Potioneer,Pureblood,Male,,<=50 Galleons,26632,37576.600000000006,15,Yes
41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,25938,47535.4,38,Yes
31,Dropout,Separated,Potioneer,Half-blood,Female,40.0,<=50 Galleons,21077,35959.600000000006,20,No
46,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,83435,85381.0,20,No
18,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,35.0,<=50 Galleons,22989,39624.2,20,No
55,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,50.0,>50 Galleons,34837,54542.600000000006,32,Yes
42,Specialism in a magical field,Married,Wandmaker,Veiled Heritage,Female,40.0,<=50 Galleons,14250,26400.0,15,No
53,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,,<=50 Galleons,34327,51870.600000000006,21,No
33,Dropout,Separated,Other,Half-blood,Female,40.0,<=50 Galleons,64884,76901.20000000001,16,No
36,Specialism in a magical field,Divorced,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,7746,31301.8,14,Yes
22,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,12.0,<=50 Galleons,84879,96594.2,18,No
34,Aurors Specialism,Separated,Magical Shop Owner,Half-blood,Female,30.0,<=50 Galleons,37923,58765.4,27,Yes
54,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,70.0,<=50 Galleons,19943,38054.4,22,No
44,Aurors Specialism,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,51636,71249.8,33,Yes
18,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,18.0,<=50 Galleons,30754,51126.2,22,No
24,Specialism in a magical field,Never-married,Other,Half-blood,Male,45.0,<=50 Galleons,24742,46388.600000000006,20,Yes
38,Aurors Specialism,Married,Auror,Half-blood,Female,36.0,>50 Galleons,70756,82445.8,43,Yes
18,Hogwarts Graduate,Never-married,Auror,Half-blood,Non-binary,20.0,<=50 Galleons,71088,72780.4,18,No
47,Hogwarts Graduate,Married,Potion Ingredients Supplier,Pureblood,Non-binary,,<=50 Galleons,23011,37144.8,28,Yes
68,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,,<=50 Galleons,56243,65130.4,26,No
35,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,43.0,<=50 Galleons,7982,24265.6,20,No
45,Specialism in a magical field,Married,Other,Muggle born,Male,40.0,<=50 Galleons,34124,54243.2,26,No
43,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,53788,65920.4,24,No
23,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,,<=50 Galleons,59823,65490.4,26,Yes
35,Aurors Specialism,Divorced,Auror,Half-blood,Female,50.0,<=50 Galleons,70266,83463.8,23,No
63,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,66808,83086.4,25,No
47,Specialism in a magical field,Married,Potioneer,Half-blood,Male,65.0,>50 Galleons,93161,104452.8,38,Yes
32,Aurors Specialism,Married,Auror,Half-blood,Male,45.0,>50 Galleons,28085,39600.0,43,Yes
33,Aurors Specialism,Married,Potion Ingredients Supplier,Half-blood,Male,45.0,>50 Galleons,86862,96213.6,45,Yes
39,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,65.0,<=50 Galleons,26855,43725.0,24,No
24,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,47211,57914.8,13,No
68,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,34309,48673.2,16,No
45,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,81705,94648.0,17,No
26,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,,<=50 Galleons,15256,36972.8,22,No
28,Dropout,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82368,94797.40000000001,24,No
42,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,89663,97964.40000000001,41,Yes
46,Aurors Specialism,Married,Auror,Half-blood,Male,,>50 Galleons,77973,82597.4,36,Yes
88,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,40914,50783.2,25,No
27,Hogwarts Graduate,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,54861,73862.8,24,No
32,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,28418,51081.4,28,No
32,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,48.0,<=50 Galleons,59117,72913.6,17,No
34,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,,>50 Galleons,42539,56043.200000000004,38,No
37,Aurors Specialism,Married,Auror,Half-blood,Male,,<=50 Galleons,31190,45353.0,18,Yes
42,Specialism in a magical field,Married,Other,Pureblood,Female,40.0,<=50 Galleons,67757,79985.6,13,Yes
34,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,20.0,<=50 Galleons,68220,77306.0,20,No
36,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Non-binary,,<=50 Galleons,63038,68947.4,19,No
54,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,80154,89318.20000000001,45,No
81,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,26.0,>50 Galleons,81683,90569.4,37,Yes
44,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,30472,47375.600000000006,16,No
38,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,>50 Galleons,63317,73634.6,34,Yes
24,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,38349,54918.2,25,No
19,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Male,20.0,<=50 Galleons,13634,30412.2,18,Yes
20,Specialism in a magical field,Never-married,Magical Transportation,Pureblood,Female,35.0,<=50 Galleons,73900,82984.0,16,Yes
38,Hogwarts Graduate,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,43605,63691.0,20,No
62,Aurors Specialism,Divorced,Wandmaker,Half-blood,Male,50.0,>50 Galleons,83495,88040.0,44,Yes
51,Hogwarts Graduate,Married,Potioneer,Half-blood,Non-binary,40.0,<=50 Galleons,86279,89042.2,25,No
37,Specialism in a magical field,Divorced,Potion Ingredients Supplier,Half-blood,Male,65.0,<=50 Galleons,54621,70818.8,27,No
66,Dropout,Married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,52853,59966.4,21,Yes
18,Dropout,Never-married,Potion Ingredients Supplier,Pureblood,Male,,<=50 Galleons,29217,40908.600000000006,16,Yes
25,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,28874,43768.2,22,No
36,Aurors Specialism,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,90636,93527.8,34,Yes
38,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,36391,45413.8,33,Yes
30,Aurors Specialism,Divorced,Wandmaker,Veiled Heritage,Male,50.0,<=50 Galleons,19212,38416.6,16,No
55,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Male,51.0,<=50 Galleons,26113,49779.4,-10000,No
62,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,>50 Galleons,51620,68133.0,34,Yes
49,Charms Scholar,Married,Wandmaker,Half-blood,Male,65.0,>50 Galleons,39576,59018.8,38,No
22,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,6533,34343.4,27,Yes
39,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,,>50 Galleons,78403,91012.4,39,Yes
24,Hogwarts Graduate,Married,Other,Half-blood,Male,39.0,<=50 Galleons,69960,80140.0,28,No
31,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,24.0,<=50 Galleons,57105,68072.0,16,No
36,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,25.0,<=50 Galleons,20449,33734.2,14,No
23,Hogwarts Graduate,Never-married,Other,Half-blood,Male,,<=50 Galleons,74509,84313.20000000001,20,Yes
35,Aurors Specialism,Married,Goblin Liaison Officer,Half-blood,Female,,>50 Galleons,82977,82585.6,40,No
26,Hogwarts Graduate,Married,Other,Half-blood,Female,20.0,<=50 Galleons,54176,72380.8,27,No
47,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,61611,66734.8,13,Yes
61,Aurors Specialism,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,49155,54671.0,36,Yes
21,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,6939,25203.2,14,No
35,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,60317,71116.6,19,No
34,Aurors Specialism,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,14329,39279.2,22,No
39,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,55.0,<=50 Galleons,28629,49807.2,27,Yes
42,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,20253,36196.4,19,No
42,Specialism in a magical field,Divorced,Magical Transportation,Pureblood,Female,40.0,<=50 Galleons,82324,92890.2,18,Yes
60,Aurors Specialism,Divorced,Hogwarts Professor,Half-blood,Female,27.0,<=50 Galleons,64124,78180.20000000001,16,No
37,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,70.0,<=50 Galleons,42293,55653.4,23,Yes
22,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Pureblood,Male,,<=50 Galleons,74200,75863.0,18,Yes
38,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,65.0,<=50 Galleons,35538,43754.4,23,Yes
71,Hogwarts Graduate,Widowed,Magical Shop Owner,Half-blood,Female,25.0,<=50 Galleons,7673,31147.4,22,No
50,Aurors Specialism,Divorced,Auror,Half-blood,Male,55.0,>50 Galleons,68656,76949.8,41,Yes
19,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Female,25.0,<=50 Galleons,30290,39249.0,13,No
24,Hogwarts Graduate,Never-married,Gringotts Bank,Pureblood,Male,35.0,<=50 Galleons,14368,36751.4,14,Yes
42,Specialism in a magical field,Divorced,Gringotts Bank,Pureblood,Female,38.0,<=50 Galleons,38723,50591.4,13,Yes
20,Specialism in a magical field,Never-married,Auror,Half-blood,Non-binary,23.0,<=50 Galleons,14899,33717.2,15,No
32,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,65663,81150.4,15,Yes
38,Specialism in a magical field,Never-married,Potioneer,Veiled Heritage,Male,30.0,<=50 Galleons,37462,57512.600000000006,14,No
59,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,65174,73929.20000000001,39,No
25,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,88823,97262.40000000001,26,No
48,Hogwarts Graduate,Married,Other,Half-blood,Male,60.0,<=50 Galleons,6448,30808.4,24,Yes
29,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,55.0,<=50 Galleons,-6565,23262.0,25,No
27,Aurors Specialism,Separated,Dark Forces Defense Consultant,Half-blood,Female,60.0,<=50 Galleons,22758,43746.4,28,Yes
29,Specialism in a magical field,Never-married,Gringotts Bank,Half-blood,Male,,<=50 Galleons,25023,49284.4,28,Yes
60,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,35.0,<=50 Galleons,62879,72305.20000000001,21,No
42,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,57019,63780.200000000004,24,No
26,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,60512,65106.600000000006,24,Yes
51,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,23921,42547.8,26,Yes
39,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,17204,38411.2,17,No
17,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,76323,81460.4,23,No
25,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,,<=50 Galleons,47460,61069.0,24,No
47,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,48.0,<=50 Galleons,18177,33927.6,22,Yes
42,Specialism in a magical field,Married,Magical Transportation,Veiled Heritage,Male,40.0,>50 Galleons,49705,58080.0,41,No
51,Specialism in a magical field,Married,Potioneer,Half-blood,Male,,>50 Galleons,57264,72961.20000000001,35,Yes
36,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,70.0,<=50 Galleons,-575,23390.0,24,Yes
27,Charms Scholar,Never-married,Potioneer,Half-blood,Female,,>50 Galleons,45306,62091.8,35,No
17,Hogwarts Graduate,Never-married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,55998,70876.4,27,No
59,Specialism in a magical field,Married,Potioneer,Half-blood,Male,,<=50 Galleons,26823,42544.4,-10000,Yes
17,Dropout,Never-married,Hogwarts Professor,Half-blood,Female,12.0,<=50 Galleons,52246,59017.8,13,No
30,Aurors Specialism,Married,Magical Intelligence Agent,Muggle born,Male,40.0,>50 Galleons,34336,47377.8,30,No
19,Hogwarts Graduate,Never-married,Magical Librarian,Pureblood,Male,40.0,<=50 Galleons,16617,39911.6,25,Yes
55,Aurors Specialism,Married,Auror,Half-blood,Male,45.0,>50 Galleons,49986,67943.8,39,Yes
48,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,52221,69447.8,26,No
36,Aurors Specialism,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,48937,60264.6,44,Yes
55,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Non-binary,60.0,>50 Galleons,29778,40358.4,32,No
35,Aurors Specialism,Married,Auror,Half-blood,Female,42.0,>50 Galleons,36058,43892.4,42,No
29,Hogwarts Graduate,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,15966,29266.800000000003,28,No
49,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,79562,93086.6,18,Yes
58,Hogwarts Graduate,Never-married,Magical Intelligence Agent,Half-blood,Male,,<=50 Galleons,31711,46876.8,18,No
44,Specialism in a magical field,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,54732,67798.6,14,Yes
29,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,84652,96993.6,21,Yes
33,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Female,,>50 Galleons,33712,42888.600000000006,33,No
29,Hogwarts Graduate,Never-married,Other,Pureblood,Female,,<=50 Galleons,42571,53416.8,17,Yes
29,Charms Scholar,Married,Wandmaker,Half-blood,Male,50.0,>50 Galleons,57604,70263.20000000001,43,No
19,Hogwarts Graduate,Never-married,Other,Half-blood,Male,28.0,<=50 Galleons,88276,100356.8,22,No
20,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,54.0,<=50 Galleons,59058,70029.4,16,Yes
17,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,18.0,<=50 Galleons,84185,87625.0,24,No
24,Dropout,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,81835,83782.0,24,No
42,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,20066,33871.8,18,Yes
59,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Non-binary,36.0,>50 Galleons,84403,87479.40000000001,37,No
53,Specialism in a magical field,Separated,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,89853,92466.40000000001,20,No
28,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,77680,77541.0,21,No
36,Dropout,Separated,Potioneer,Half-blood,Male,40.0,<=50 Galleons,84199,96759.2,15,No
42,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Female,17.0,>50 Galleons,71032,73116.6,35,Yes
54,Aurors Specialism,Separated,Hogwarts Professor,Half-blood,Non-binary,,<=50 Galleons,88809,94349.2,26,Yes
24,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,30.0,<=50 Galleons,-2378,13239.6,18,Yes
29,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Female,10.0,<=50 Galleons,74345,81710.0,24,No
39,Hogwarts Graduate,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,14758,32746.4,24,No
68,Hogwarts Graduate,Widowed,Magical Intelligence Agent,Half-blood,Female,,<=50 Galleons,45089,62760.200000000004,15,No
61,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,41760,53120.0,44,Yes
27,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Female,,<=50 Galleons,26035,47744.0,28,No
32,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,30.0,<=50 Galleons,65019,71421.20000000001,25,Yes
27,Hogwarts Graduate,Divorced,Auror,Half-blood,Female,32.0,<=50 Galleons,8159,27636.2,15,No
25,Aurors Specialism,Never-married,Wandmaker,Half-blood,Male,,<=50 Galleons,72818,83280.4,28,Yes
