,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
195,38,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Pureblood,Female,30.0,<=50 Galleons,69404,83313.20000000001,19,1,0,0.11337129242520111
196,45,Specialism in a magical field,Divorced,Magical Transportation,Pureblood,Female,35.0,<=50 Galleons,38494,46857.2,20,1,0,0.11422634403109296
197,46,Hogwarts Graduate,Never-married,Magical Librarian,Half-blood,Male,48.0,<=50 Galleons,78013,81799.4,14,0,0,0.10909603439574182
198,46,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,<=50 Galleons,68518,73170.4,15,1,0,0.10995108600163368
199,44,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Female,20.0,<=50 Galleons,6378,21141.4,18,0,0,0.11251624081930925
200,43,Hogwarts Graduate,Married,Hogwarts Professor,Pureblood,Female,40.0,>50 Galleons,68467,84104.6,38,1,1,0.12961727293714637
201,20,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,81516,93870.8,27,1,0,0.12021170527233595
202,52,Specialism in a magical field,Never-married,Magical Transportation,Muggle born,Non-binary,40.0,<=50 Galleons,7626,35654.8,14,0,0,0.10909603439574182
203,39,Specialism in a magical field,Separated,Ministry of Magic Official,Muggle born,Male,40.0,<=50 Galleons,43761,59691.8,24,0,0,0.11764655045466038
204,57,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,19621,34020.8,26,0,0,0.11935665366644409
205,17,Dropout,Never-married,Wandlore Assistant,Pureblood,Female,12.0,<=50 Galleons,41489,54611.2,19,1,0,0.11337129242520111
206,63,Hogwarts Graduate,Married,Potion Ingredients Supplier,Half-blood,Female,25.0,<=50 Galleons,68844,82158.20000000001,18,0,0,0.11251624081930925
207,50,Aurors Specialism,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,36254,56711.2,26,1,0,0.11935665366644409
208,42,Hogwarts Graduate,Divorced,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,28681,44343.8,24,0,0,0.11764655045466038
209,56,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,43967,63443.6,22,0,0,0.11593644724287668
210,30,Dropout,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,81994,88633.2,13,0,0,0.10824098278984998
211,31,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,<=50 Galleons,12769,31870.2,24,1,0,0.11764655045466038
212,40,Hogwarts Graduate,Separated,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,58589,63796.2,27,0,0,0.12021170527233595
213,40,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,72.0,>50 Galleons,43584,58932.2,30,1,1,0.12277686009001151
214,44,Specialism in a magical field,Separated,Other,Half-blood,Male,55.0,<=50 Galleons,32335,51547.0,20,1,0,0.11422634403109296
215,28,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Female,40.0,<=50 Galleons,47820,57435.0,21,1,0,0.11508139563698482
216,33,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,56096,68908.8,39,1,1,0.1304723245430382
217,64,Hogwarts Graduate,Widowed,Auror,Half-blood,Female,16.0,<=50 Galleons,20588,41775.4,19,0,0,0.11337129242520111
218,45,Dropout,Never-married,Gringotts Bank,Half-blood,Female,20.0,<=50 Galleons,59090,77089.0,22,0,0,0.11593644724287668
219,47,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,50.0,<=50 Galleons,17150,36529.0,24,1,0,0.11764655045466038
220,39,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,50.0,>50 Galleons,64869,80258.20000000001,31,1,1,0.12363191169590337
221,35,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,71904,78534.20000000001,21,1,0,0.11508139563698482
222,24,Hogwarts Graduate,Never-married,Magical Shop Owner,Pureblood,Male,40.0,<=50 Galleons,12007,30205.6,23,1,0,0.11679149884876852
223,41,Hogwarts Graduate,Never-married,Magical Transportation,Pureblood,Male,40.0,<=50 Galleons,15189,30453.2,15,1,0,0.10995108600163368
224,73,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,15.0,<=50 Galleons,48940,59085.0,17,1,0,0.11166118921341739
225,46,Hogwarts Graduate,Married,Other,Half-blood,Male,96.0,>50 Galleons,48709,64914.2,37,1,1,0.1287622213312545
226,79,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,48046,63427.8,13,0,0,0.10824098278984998
227,43,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,<=50 Galleons,32078,55439.4,24,1,0,0.11764655045466038
228,30,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,49742,68064.6,18,1,0,0.11251624081930925
229,52,Hogwarts Graduate,Widowed,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,47800,56172.0,21,1,0,0.11508139563698482
230,48,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,90201,95487.8,19,1,0,0.11337129242520111
231,44,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,63938,79798.4,15,0,0,0.10995108600163368
232,59,Aurors Specialism,Divorced,Auror,Half-blood,Female,40.0,<=50 Galleons,65806,79161.8,22,0,0,0.11593644724287668
233,34,Specialism in a magical field,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,77211,85328.8,27,0,0,0.12021170527233595
234,63,Charms Scholar,Married,Wandmaker,Half-blood,Male,30.0,<=50 Galleons,32111,48604.8,24,0,0,0.11764655045466038
235,59,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,92149,90119.2,21,0,0,0.11508139563698482
236,48,Hogwarts Graduate,Married,Other,Half-blood,Male,48.0,>50 Galleons,76692,82405.6,43,1,1,0.13389253096660564
237,73,Hogwarts Graduate,Widowed,Other,Half-blood,Female,8.0,<=50 Galleons,68645,84515.0,15,0,0,0.10995108600163368
238,19,Specialism in a magical field,Never-married,Potioneer,Veiled Heritage,Male,42.0,<=50 Galleons,73138,80173.4,22,0,0,0.11593644724287668
239,49,Hogwarts Graduate,Married,Potioneer,Pureblood,Male,40.0,<=50 Galleons,30082,41750.600000000006,16,1,0,0.11080613760752554
240,28,Hogwarts Graduate,Divorced,Dark Forces Defense Consultant,Pureblood,Male,35.0,<=50 Galleons,78560,80458.0,16,1,0,0.11080613760752554
241,25,Hogwarts Graduate,Never-married,Magical Transportation,Veiled Heritage,Male,40.0,<=50 Galleons,83476,94178.8,18,0,0,0.11251624081930925
242,38,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,45486,56410.8,27,0,0,0.12021170527233595
243,61,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,45.0,>50 Galleons,87045,95622.0,43,0,1,0.13389253096660564
244,26,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,46125,64636.0,27,0,0,0.12021170527233595
245,29,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,65127,75662.6,18,1,0,0.11251624081930925
246,38,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,80308,91976.4,31,0,1,0.12363191169590337
247,21,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Female,12.0,<=50 Galleons,46652,53934.6,17,0,0,0.11166118921341739
248,31,Charms Scholar,Divorced,Wandmaker,Half-blood,Male,50.0,>50 Galleons,48218,63579.4,33,0,1,0.12534201490768707
249,49,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,97560,104918.0,31,1,1,0.12363191169590337
250,37,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,95288,99071.4,14,1,0,0.10909603439574182
251,22,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Male,32.0,>50 Galleons,44652,63193.6,39,1,1,0.1304723245430382
252,42,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,>50 Galleons,85134,89757.2,38,1,1,0.12961727293714637
253,32,Hogwarts Graduate,Married,Magical Librarian,Half-blood,Male,40.0,<=50 Galleons,55163,66289.4,18,1,0,0.11251624081930925
254,22,Specialism in a magical field,Never-married,Other,Pureblood,Female,30.0,<=50 Galleons,12332,27193.6,27,1,0,0.12021170527233595
255,28,Hogwarts Graduate,Married,Potioneer,Half-blood,Female,36.0,>50 Galleons,76867,84569.6,35,0,1,0.12705211811947079
256,35,Specialism in a magical field,Married,Magical Transportation,Half-blood,Male,45.0,<=50 Galleons,61340,64259.0,14,1,0,0.10909603439574182
257,32,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,47.0,<=50 Galleons,89031,98487.8,28,1,0,0.12106675687822781
258,55,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Female,40.0,>50 Galleons,38526,56027.8,31,0,1,0.12363191169590337
259,53,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,83508,92221.4,43,1,1,0.13389253096660564
260,44,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,50.0,>50 Galleons,51429,64858.2,42,1,1,0.13303747936071378
261,34,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,80736,84398.8,19,1,0,0.11337129242520111
262,41,Specialism in a magical field,Never-married,Potioneer,Pureblood,Male,40.0,<=50 Galleons,26632,37576.600000000006,15,1,0,0.10995108600163368
263,41,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,25938,47535.4,38,1,1,0.12961727293714637
264,31,Dropout,Separated,Potioneer,Half-blood,Female,40.0,<=50 Galleons,21077,35959.600000000006,20,0,0,0.11422634403109296
265,46,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,83435,85381.0,20,0,0,0.11422634403109296
266,18,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Male,35.0,<=50 Galleons,22989,39624.2,20,0,0,0.11422634403109296
267,55,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,50.0,>50 Galleons,34837,54542.600000000006,32,1,1,0.12448696330179522
268,42,Specialism in a magical field,Married,Wandmaker,Veiled Heritage,Female,40.0,<=50 Galleons,14250,26400.0,15,0,0,0.10995108600163368
269,53,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,34327,51870.600000000006,21,0,0,0.11508139563698482
270,33,Dropout,Separated,Other,Half-blood,Female,40.0,<=50 Galleons,64884,76901.20000000001,16,0,0,0.11080613760752554
271,36,Specialism in a magical field,Divorced,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,7746,31301.8,14,1,0,0.10909603439574182
272,22,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,12.0,<=50 Galleons,84879,96594.2,18,0,0,0.11251624081930925
273,34,Aurors Specialism,Separated,Magical Shop Owner,Half-blood,Female,30.0,<=50 Galleons,37923,58765.4,27,1,0,0.12021170527233595
274,54,Hogwarts Graduate,Married,Wandlore Assistant,Half-blood,Male,70.0,<=50 Galleons,19943,38054.4,22,0,0,0.11593644724287668
275,44,Aurors Specialism,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,51636,71249.8,33,1,1,0.12534201490768707
276,18,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,18.0,<=50 Galleons,30754,51126.2,22,0,0,0.11593644724287668
277,24,Specialism in a magical field,Never-married,Other,Half-blood,Male,45.0,<=50 Galleons,24742,46388.600000000006,20,1,0,0.11422634403109296
278,38,Aurors Specialism,Married,Auror,Half-blood,Female,36.0,>50 Galleons,70756,82445.8,43,1,1,0.13389253096660564
279,18,Hogwarts Graduate,Never-married,Auror,Half-blood,Non-binary,20.0,<=50 Galleons,71088,72780.4,18,0,0,0.11251624081930925
280,47,Hogwarts Graduate,Married,Potion Ingredients Supplier,Pureblood,Non-binary,40.0,<=50 Galleons,23011,37144.8,28,1,0,0.12106675687822781
281,68,Hogwarts Graduate,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,56243,65130.4,26,0,0,0.11935665366644409
282,35,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,43.0,<=50 Galleons,7982,24265.6,20,0,0,0.11422634403109296
283,45,Specialism in a magical field,Married,Other,Muggle born,Male,40.0,<=50 Galleons,34124,54243.2,26,0,0,0.11935665366644409
284,43,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,53788,65920.4,24,0,0,0.11764655045466038
285,23,Aurors Specialism,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,59823,65490.4,26,1,0,0.11935665366644409
286,35,Aurors Specialism,Divorced,Auror,Half-blood,Female,50.0,<=50 Galleons,70266,83463.8,23,0,0,0.11679149884876852
287,63,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,66808,83086.4,25,0,0,0.11850160206055224
288,47,Specialism in a magical field,Married,Potioneer,Half-blood,Male,65.0,>50 Galleons,93161,104452.8,38,1,1,0.12961727293714637
289,32,Aurors Specialism,Married,Auror,Half-blood,Male,45.0,>50 Galleons,28085,39600.0,43,1,1,0.13389253096660564
290,33,Aurors Specialism,Married,Potion Ingredients Supplier,Half-blood,Male,45.0,>50 Galleons,86862,96213.6,45,1,1,0.13560263417838933
291,39,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,65.0,<=50 Galleons,26855,43725.0,24,0,0,0.11764655045466038
292,24,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,47211,57914.8,13,0,0,0.10824098278984998
293,68,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,34309,48673.2,16,0,0,0.11080613760752554
294,45,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,81705,94648.0,17,0,0,0.11166118921341739
295,26,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,15256,36972.8,22,0,0,0.11593644724287668
296,28,Dropout,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,82368,94797.4,24,0,0,0.11764655045466038
297,42,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,89663,97964.4,41,1,1,0.13218242775482192
298,46,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,77973,82597.4,36,1,1,0.12790716972536265
299,88,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,40914,50783.2,25,0,0,0.11850160206055224
300,27,Hogwarts Graduate,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,54861,73862.8,24,0,0,0.11764655045466038
301,32,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,28418,51081.4,28,0,0,0.12106675687822781
302,32,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,48.0,<=50 Galleons,59117,72913.6,17,0,0,0.11166118921341739
303,34,Specialism in a magical field,Divorced,Potioneer,Half-blood,Female,40.0,>50 Galleons,42539,56043.2,38,0,1,0.12961727293714637
304,37,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,31190,45353.0,18,1,0,0.11251624081930925
305,42,Specialism in a magical field,Married,Other,Pureblood,Female,40.0,<=50 Galleons,67757,79985.6,13,1,0,0.10824098278984998
306,34,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,20.0,<=50 Galleons,68220,77306.0,20,0,0,0.11422634403109296
307,36,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Non-binary,40.0,<=50 Galleons,63038,68947.4,19,0,0,0.11337129242520111
308,54,Specialism in a magical field,Married,Potioneer,Half-blood,Male,50.0,>50 Galleons,80154,89318.20000000001,45,0,1,0.13560263417838933
309,81,Aurors Specialism,Married,Dark Forces Defense Consultant,Half-blood,Male,26.0,>50 Galleons,81683,90569.4,37,1,1,0.1287622213312545
310,44,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,30472,47375.600000000006,16,0,0,0.11080613760752554
311,38,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,>50 Galleons,63317,73634.6,34,1,1,0.12619706651357893
312,24,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,50.0,<=50 Galleons,38349,54918.2,25,0,0,0.11850160206055224
313,19,Specialism in a magical field,Never-married,Magical Shop Owner,Pureblood,Male,20.0,<=50 Galleons,13634,30412.2,18,1,0,0.11251624081930925
314,20,Specialism in a magical field,Never-married,Magical Transportation,Pureblood,Female,35.0,<=50 Galleons,73900,82984.0,16,1,0,0.11080613760752554
315,38,Hogwarts Graduate,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,43605,63691.0,20,0,0,0.11422634403109296
316,62,Aurors Specialism,Divorced,Wandmaker,Half-blood,Male,50.0,>50 Galleons,83495,88040.0,44,1,1,0.1347475825724975
317,51,Hogwarts Graduate,Married,Potioneer,Half-blood,Non-binary,40.0,<=50 Galleons,86279,89042.2,25,0,0,0.11850160206055224
318,37,Specialism in a magical field,Divorced,Potion Ingredients Supplier,Half-blood,Male,65.0,<=50 Galleons,54621,70818.8,27,0,0,0.12021170527233595
319,66,Dropout,Married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,52853,59966.4,21,1,0,0.11508139563698482
320,18,Dropout,Never-married,Potion Ingredients Supplier,Pureblood,Male,40.0,<=50 Galleons,29217,40908.600000000006,16,1,0,0.11080613760752554
321,25,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,28874,43768.2,22,0,0,0.11593644724287668
322,36,Aurors Specialism,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,90636,93527.8,34,1,1,0.12619706651357893
323,38,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,36391,45413.8,33,1,1,0.12534201490768707
324,30,Aurors Specialism,Divorced,Wandmaker,Veiled Heritage,Male,50.0,<=50 Galleons,19212,38416.6,16,0,0,0.11080613760752554
326,62,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,50.0,>50 Galleons,51620,68133.0,34,1,1,0.12619706651357893
327,49,Charms Scholar,Married,Wandmaker,Half-blood,Male,65.0,>50 Galleons,39576,59018.8,38,0,1,0.12961727293714637
328,22,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,6533,34343.4,27,1,0,0.12021170527233595
329,39,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,78403,91012.4,39,1,1,0.1304723245430382
330,24,Hogwarts Graduate,Married,Other,Half-blood,Male,39.0,<=50 Galleons,69960,80140.0,28,0,0,0.12106675687822781
331,31,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,24.0,<=50 Galleons,57105,68072.0,16,0,0,0.11080613760752554
332,36,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,25.0,<=50 Galleons,20449,33734.2,14,0,0,0.10909603439574182
333,23,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,74509,84313.20000000001,20,1,0,0.11422634403109296
334,35,Aurors Specialism,Married,Goblin Liaison Officer,Half-blood,Female,40.0,>50 Galleons,82977,82585.6,40,0,1,0.13132737614893006
335,26,Hogwarts Graduate,Married,Other,Half-blood,Female,20.0,<=50 Galleons,54176,72380.8,27,0,0,0.12021170527233595
336,47,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,61611,66734.8,13,1,0,0.10824098278984998
337,61,Aurors Specialism,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,49155,54671.0,36,1,1,0.12790716972536265
338,21,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,6939,25203.2,14,0,0,0.10909603439574182
339,35,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,60317,71116.6,19,0,0,0.11337129242520111
340,34,Aurors Specialism,Divorced,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,14329,39279.2,22,0,0,0.11593644724287668
